,0,1,2,3,4,5,6,7,8,9
189,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0
190,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
191,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0
192,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
193,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
194,0.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
195,1.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
196,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0
197,0.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0
198,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0
199,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0
