,0,1,2,3,4,5,6,7,8,9
88,1.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0
89,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,-0.0
90,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
91,1.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0
92,2.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0
93,2.0,4.0,4.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0
94,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0
95,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0
96,3.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0
97,1.0,4.0,1.0,2.0,3.0,2.0,3.0,5.0,1.0,3.0
98,2.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0
99,1.0,4.0,2.0,4.0,3.0,0.0,1.0,3.0,1.0,3.0
100,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0
101,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0
102,3.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0
103,1.0,4.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0
104,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,-0.0
105,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0
106,3.0,4.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0
107,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0
108,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
109,1.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0
110,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0
111,1.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0
112,2.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0
113,2.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0
114,2.0,5.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0
115,2.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0
116,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0
117,1.0,3.0,1.0,-0.0,0.0,1.0,1.0,2.0,0.0,2.0
118,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
119,1.0,3.0,2.0,1.0,-0.0,1.0,4.0,4.0,2.0,2.0
120,2.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0
121,3.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0
122,3.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0
123,3.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0
124,1.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,3.0
125,1.0,2.0,1.0,-0.0,2.0,2.0,1.0,2.0,1.0,1.0
126,1.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0
127,0.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0
128,2.0,2.0,2.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0
129,2.0,5.0,0.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0
130,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,-0.0
131,-0.0,3.0,2.0,1.0,1.0,-0.0,2.0,1.0,2.0,1.0
132,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0
133,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0
134,1.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0
135,1.0,3.0,2.0,1.0,1.0,-0.0,0.0,4.0,3.0,0.0
136,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0
137,1.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0
138,0.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0
139,-0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,-0.0
140,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0
141,2.0,4.0,-0.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0
142,-0.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0
